timestamp,pressure_bar
2024-05-21 05:00,3.5
2024-05-21 05:01,3.502
2024-05-21 05:02,3.505
2024-05-21 05:03,3.507
2024-05-21 05:04,3.51
2024-05-21 05:05,3.512
2024-05-21 05:06,3.514
2024-05-21 05:07,3.517
2024-05-21 05:08,3.519
2024-05-21 05:09,3.522
2024-05-21 05:10,3.524
2024-05-21 05:11,3.526
2024-05-21 05:12,3.528
2024-05-21 05:13,3.531
2024-05-21 05:14,3.533
2024-05-21 05:15,3.535
2024-05-21 05:16,3.537
2024-05-21 05:17,3.539
2024-05-21 05:18,3.542
2024-05-21 05:19,3.544
2024-05-21 05:20,3.546
2024-05-21 05:21,3.548
2024-05-21 05:22,3.549
2024-05-21 05:23,3.551
2024-05-21 05:24,3.553
2024-05-21 05:25,3.555
2024-05-21 05:26,3.557
2024-05-21 05:27,3.558
2024-05-21 05:28,3.56
2024-05-21 05:29,3.562
2024-05-21 05:30,3.563
2024-05-21 05:31,3.565
2024-05-21 05:32,3.566
2024-05-21 05:33,3.567
2024-05-21 05:34,3.569
2024-05-21 05:35,3.57
2024-05-21 05:36,3.571
2024-05-21 05:37,3.572
2024-05-21 05:38,3.573
2024-05-21 05:39,3.574
2024-05-21 05:40,3.575
2024-05-21 05:41,3.576
2024-05-21 05:42,3.576
2024-05-21 05:43,3.577
2024-05-21 05:44,3.578
2024-05-21 05:45,3.578
2024-05-21 05:46,3.579
2024-05-21 05:47,3.579
2024-05-21 05:48,3.579
2024-05-21 05:49,3.58
2024-05-21 05:50,3.58
2024-05-21 05:51,3.58
2024-05-21 05:52,3.58
2024-05-21 05:53,3.58
2024-05-21 05:54,3.58
2024-05-21 05:55,3.58
2024-05-21 05:56,3.579
2024-05-21 05:57,3.579
2024-05-21 05:58,3.579
2024-05-21 05:59,3.578
2024-05-21 06:00,3.578
2024-05-21 06:01,3.577
2024-05-21 06:02,3.576
2024-05-21 06:03,3.575
2024-05-21 06:04,3.575
2024-05-21 06:05,3.574
2024-05-21 06:06,3.573
2024-05-21 06:07,3.572
2024-05-21 06:08,3.571
2024-05-21 06:09,3.569
2024-05-21 06:10,3.568
2024-05-21 06:11,3.567
2024-05-21 06:12,3.566
2024-05-21 06:13,3.564
2024-05-21 06:14,3.563
2024-05-21 06:15,3.561
2024-05-21 06:16,3.559
2024-05-21 06:17,3.558
2024-05-21 06:18,3.556
2024-05-21 06:19,3.554
2024-05-21 06:20,3.553
2024-05-21 06:21,3.551
2024-05-21 06:22,3.549
2024-05-21 06:23,3.547
2024-05-21 06:24,3.545
2024-05-21 06:25,3.543
2024-05-21 06:26,3.541
2024-05-21 06:27,3.539
2024-05-21 06:28,3.537
2024-05-21 06:29,3.534
2024-05-21 06:30,3.532
2024-05-21 06:31,3.53
2024-05-21 06:32,3.528
2024-05-21 06:33,3.525
2024-05-21 06:34,3.523
2024-05-21 06:35,3.521
2024-05-21 06:36,3.518
2024-05-21 06:37,3.516
2024-05-21 06:38,3.514
2024-05-21 06:39,3.511
2024-05-21 06:40,3.509
2024-05-21 06:41,3.506
2024-05-21 06:42,3.504
2024-05-21 06:43,3.502
2024-05-21 06:44,3.499
2024-05-21 06:45,3.497
2024-05-21 06:46,3.494
2024-05-21 06:47,3.492
2024-05-21 06:48,3.49
2024-05-21 06:49,3.487
2024-05-21 06:50,3.485
2024-05-21 06:51,3.482
2024-05-21 06:52,3.48
2024-05-21 06:53,3.478
2024-05-21 06:54,3.475
2024-05-21 06:55,3.473
2024-05-21 06:56,3.471
2024-05-21 06:57,3.469
2024-05-21 06:58,3.466
2024-05-21 06:59,3.464
2024-05-21 07:00,3.462
2024-05-21 07:01,3.46
2024-05-21 07:02,3.458
2024-05-21 07:03,3.456
2024-05-21 07:04,3.454
2024-05-21 07:05,3.452
2024-05-21 07:06,3.45
2024-05-21 07:07,3.448
2024-05-21 07:08,3.446
2024-05-21 07:09,3.444
2024-05-21 07:10,3.443
2024-05-21 07:11,3.441
2024-05-21 07:12,3.439
2024-05-21 07:13,3.438
2024-05-21 07:14,3.436
2024-05-21 07:15,3.435
2024-05-21 07:16,3.434
2024-05-21 07:17,3.432
2024-05-21 07:18,3.431
2024-05-21 07:19,3.43
2024-05-21 07:20,3.429
2024-05-21 07:21,3.428
2024-05-21 07:22,3.427
2024-05-21 07:23,3.426
2024-05-21 07:24,3.425
2024-05-21 07:25,3.424
2024-05-21 07:26,3.423
2024-05-21 07:27,3.423
2024-05-21 07:28,3.422
2024-05-21 07:29,3.422
2024-05-21 07:30,3.421
2024-05-21 07:31,3.421
2024-05-21 07:32,3.42
2024-05-21 07:33,3.42
2024-05-21 07:34,3.42
2024-05-21 07:35,3.42
2024-05-21 07:36,3.42
2024-05-21 07:37,3.42
2024-05-21 07:38,3.42
2024-05-21 07:39,3.42
2024-05-21 07:40,3.421
2024-05-21 07:41,3.421
2024-05-21 07:42,3.422
2024-05-21 07:43,3.422
2024-05-21 07:44,3.423
2024-05-21 07:45,3.423
2024-05-21 07:46,3.424
2024-05-21 07:47,3.425
2024-05-21 07:48,3.426
2024-05-21 07:49,3.427
2024-05-21 07:50,3.428
2024-05-21 07:51,3.429
2024-05-21 07:52,3.43
2024-05-21 07:53,3.431
2024-05-21 07:54,3.432
2024-05-21 07:55,3.434
2024-05-21 07:56,3.435
2024-05-21 07:57,3.436
2024-05-21 07:58,3.438
2024-05-21 07:59,3.439
2024-05-21 08:00,3.441
2024-05-21 08:01,3.443
2024-05-21 08:02,3.444
2024-05-21 08:03,3.446
2024-05-21 08:04,3.448
2024-05-21 08:05,3.45
2024-05-21 08:06,3.452
2024-05-21 08:07,3.454
2024-05-21 08:08,3.456
2024-05-21 08:09,3.458
2024-05-21 08:10,3.46
2024-05-21 08:11,3.462
2024-05-21 08:12,3.464
2024-05-21 08:13,3.466
2024-05-21 08:14,3.469
2024-05-21 08:15,3.471
2024-05-21 08:16,3.473
2024-05-21 08:17,3.475
2024-05-21 08:18,3.478
2024-05-21 08:19,3.48
2024-05-21 08:20,3.482
2024-05-21 08:21,3.485
2024-05-21 08:22,3.487
2024-05-21 08:23,3.489
2024-05-21 08:24,3.492
2024-05-21 08:25,3.494
2024-05-21 08:26,3.497
2024-05-21 08:27,3.499
2024-05-21 08:28,3.502
2024-05-21 08:29,3.504
2024-05-21 08:30,3.506
2024-05-21 08:31,3.509
2024-05-21 08:32,3.511
2024-05-21 08:33,3.514
2024-05-21 08:34,3.516
2024-05-21 08:35,3.518
2024-05-21 08:36,3.521
2024-05-21 08:37,3.523
2024-05-21 08:38,3.525
2024-05-21 08:39,3.528
2024-05-21 08:40,3.53
2024-05-21 08:41,3.532
2024-05-21 08:42,3.534
2024-05-21 08:43,3.537
2024-05-21 08:44,3.539
2024-05-21 08:45,3.541
2024-05-21 08:46,3.543
2024-05-21 08:47,3.545
2024-05-21 08:48,3.547
2024-05-21 08:49,3.549
2024-05-21 08:50,3.551
2024-05-21 08:51,3.553
2024-05-21 08:52,3.554
2024-05-21 08:53,3.556
2024-05-21 08:54,3.558
2024-05-21 08:55,3.559
2024-05-21 08:56,3.561
2024-05-21 08:57,3.563
2024-05-21 08:58,3.564
2024-05-21 08:59,3.566
2024-05-21 09:00,3.567
2024-05-21 09:01,3.568
2024-05-21 09:02,3.569
2024-05-21 09:03,3.571
2024-05-21 09:04,3.572
2024-05-21 09:05,3.573
2024-05-21 09:06,3.574
2024-05-21 09:07,3.575
2024-05-21 09:08,3.575
2024-05-21 09:09,3.576
2024-05-21 09:10,3.577
2024-05-21 09:11,3.578
2024-05-21 09:12,3.578
2024-05-21 09:13,3.579
2024-05-21 09:14,3.579
2024-05-21 09:15,3.579
2024-05-21 09:16,3.58
2024-05-21 09:17,3.58
2024-05-21 09:18,3.58
2024-05-21 09:19,3.58
2024-05-21 09:20,3.58
2024-05-21 09:21,3.58
2024-05-21 09:22,3.58
2024-05-21 09:23,3.579
2024-05-21 09:24,3.579
2024-05-21 09:25,3.579
2024-05-21 09:26,3.578
2024-05-21 09:27,3.578
2024-05-21 09:28,3.577
2024-05-21 09:29,3.576
2024-05-21 09:30,3.576
2024-05-21 09:31,3.575
2024-05-21 09:32,3.574
2024-05-21 09:33,3.573
2024-05-21 09:34,3.572
2024-05-21 09:35,3.571
2024-05-21 09:36,3.57
2024-05-21 09:37,3.569
2024-05-21 09:38,3.567
2024-05-21 09:39,3.566
2024-05-21 09:40,3.565
2024-05-21 09:41,3.563
2024-05-21 09:42,3.562
2024-05-21 09:43,3.56
2024-05-21 09:44,3.558
2024-05-21 09:45,3.557
2024-05-21 09:46,3.555
2024-05-21 09:47,3.553
2024-05-21 09:48,3.551
2024-05-21 09:49,3.55
2024-05-21 09:50,3.548
2024-05-21 09:51,3.546
2024-05-21 09:52,3.544
2024-05-21 09:53,3.542
2024-05-21 09:54,3.539
2024-05-21 09:55,3.537
2024-05-21 09:56,3.535
2024-05-21 09:57,3.533
2024-05-21 09:58,3.531
2024-05-21 09:59,3.528
2024-05-21 10:00,3.526
2024-05-21 10:01,3.524
2024-05-21 10:02,3.522
2024-05-21 10:03,3.519
2024-05-21 10:04,3.517
2024-05-21 10:05,3.515
2024-05-21 10:06,3.512
2024-05-21 10:07,3.51
2024-05-21 10:08,3.507
2024-05-21 10:09,3.505
2024-05-21 10:10,3.502
2024-05-21 10:11,3.5
2024-05-21 10:12,3.498
2024-05-21 10:13,3.495
2024-05-21 10:14,3.493
2024-05-21 10:15,3.49
2024-05-21 10:16,3.488
2024-05-21 10:17,3.486
2024-05-21 10:18,3.483
2024-05-21 10:19,3.481
2024-05-21 10:20,3.478
2024-05-21 10:21,3.476
2024-05-21 10:22,3.474
2024-05-21 10:23,3.472
2024-05-21 10:24,3.469
2024-05-21 10:25,3.467
2024-05-21 10:26,3.465
2024-05-21 10:27,3.463
2024-05-21 10:28,3.461
2024-05-21 10:29,3.459
2024-05-21 10:30,3.456
2024-05-21 10:31,3.454
2024-05-21 10:32,3.452
2024-05-21 10:33,3.451
2024-05-21 10:34,3.449
2024-05-21 10:35,3.447
2024-05-21 10:36,3.445
2024-05-21 10:37,3.443
2024-05-21 10:38,3.442
2024-05-21 10:39,3.44
2024-05-21 10:40,3.438
2024-05-21 10:41,3.437
2024-05-21 10:42,3.435
2024-05-21 10:43,3.434
2024-05-21 10:44,3.433
2024-05-21 10:45,3.431
2024-05-21 10:46,3.43
2024-05-21 10:47,3.429
2024-05-21 10:48,3.428
2024-05-21 10:49,3.427
2024-05-21 10:50,3.426
2024-05-21 10:51,3.425
2024-05-21 10:52,3.424
2024-05-21 10:53,3.424
2024-05-21 10:54,3.423
2024-05-21 10:55,3.422
2024-05-21 10:56,3.422
2024-05-21 10:57,3.421
2024-05-21 10:58,3.421
2024-05-21 10:59,3.421
