timestamp,value_celsius
2024-05-21 05:00,85.0
2024-05-21 05:01,85.02
2024-05-21 05:02,85.04
2024-05-21 05:03,85.06
2024-05-21 05:04,85.08
2024-05-21 05:05,85.1
2024-05-21 05:06,85.12
2024-05-21 05:07,85.14
2024-05-21 05:08,85.16
2024-05-21 05:09,85.18
2024-05-21 05:10,85.2
2024-05-21 05:11,85.22
2024-05-21 05:12,85.24
2024-05-21 05:13,85.26
2024-05-21 05:14,85.28
2024-05-21 05:15,85.3
2024-05-21 05:16,85.32
2024-05-21 05:17,85.34
2024-05-21 05:18,85.36
2024-05-21 05:19,85.38
2024-05-21 05:20,85.4
2024-05-21 05:21,85.42
2024-05-21 05:22,85.44
2024-05-21 05:23,85.46
2024-05-21 05:24,85.48
2024-05-21 05:25,85.5
2024-05-21 05:26,85.52
2024-05-21 05:27,85.54
2024-05-21 05:28,85.56
2024-05-21 05:29,85.58
2024-05-21 05:30,86.0
2024-05-21 05:31,86.08
2024-05-21 05:32,86.16
2024-05-21 05:33,86.24
2024-05-21 05:34,86.32
2024-05-21 05:35,86.4
2024-05-21 05:36,86.48
2024-05-21 05:37,86.56
2024-05-21 05:38,86.64
2024-05-21 05:39,86.72
2024-05-21 05:40,86.8
2024-05-21 05:41,86.88
2024-05-21 05:42,86.96
2024-05-21 05:43,87.04
2024-05-21 05:44,87.12
2024-05-21 05:45,87.2
2024-05-21 05:46,87.28
2024-05-21 05:47,87.36
2024-05-21 05:48,87.44
2024-05-21 05:49,87.52
2024-05-21 05:50,87.6
2024-05-21 05:51,87.68
2024-05-21 05:52,87.76
2024-05-21 05:53,87.84
2024-05-21 05:54,87.92
2024-05-21 05:55,88.0
2024-05-21 05:56,88.08
2024-05-21 05:57,88.16
2024-05-21 05:58,88.24
2024-05-21 05:59,88.32
2024-05-21 06:00,88.4
2024-05-21 06:01,88.48
2024-05-21 06:02,88.56
2024-05-21 06:03,88.64
2024-05-21 06:04,88.72
2024-05-21 06:05,88.8
2024-05-21 06:06,88.88
2024-05-21 06:07,88.96
2024-05-21 06:08,89.04
2024-05-21 06:09,89.12
2024-05-21 06:10,89.2
2024-05-21 06:11,89.28
2024-05-21 06:12,89.36
2024-05-21 06:13,89.44
2024-05-21 06:14,89.52
2024-05-21 06:15,89.6
2024-05-21 06:16,89.68
2024-05-21 06:17,89.76
2024-05-21 06:18,89.84
2024-05-21 06:19,89.92
2024-05-21 06:20,90.0
2024-05-21 06:21,90.08
2024-05-21 06:22,90.16
2024-05-21 06:23,90.24
2024-05-21 06:24,90.32
2024-05-21 06:25,90.4
2024-05-21 06:26,90.48
2024-05-21 06:27,90.56
2024-05-21 06:28,90.64
2024-05-21 06:29,90.72
2024-05-21 06:30,90.8
2024-05-21 06:31,90.88
2024-05-21 06:32,90.96
2024-05-21 06:33,91.04
2024-05-21 06:34,91.12
2024-05-21 06:35,91.2
2024-05-21 06:36,91.28
2024-05-21 06:37,91.36
2024-05-21 06:38,91.44
2024-05-21 06:39,91.52
2024-05-21 06:40,91.6
2024-05-21 06:41,91.68
2024-05-21 06:42,91.76
2024-05-21 06:43,91.84
2024-05-21 06:44,91.92
2024-05-21 06:45,92.0
2024-05-21 06:46,92.08
2024-05-21 06:47,92.16
2024-05-21 06:48,92.24
2024-05-21 06:49,92.32
2024-05-21 06:50,92.4
2024-05-21 06:51,92.48
2024-05-21 06:52,92.56
2024-05-21 06:53,92.64
2024-05-21 06:54,92.72
2024-05-21 06:55,92.8
2024-05-21 06:56,92.88
2024-05-21 06:57,92.96
2024-05-21 06:58,93.04
2024-05-21 06:59,93.12
2024-05-21 07:00,93.2
2024-05-21 07:01,93.26
2024-05-21 07:02,93.32
2024-05-21 07:03,93.38
2024-05-21 07:04,93.44
2024-05-21 07:05,93.5
2024-05-21 07:06,93.56
2024-05-21 07:07,93.62
2024-05-21 07:08,93.68
2024-05-21 07:09,93.74
2024-05-21 07:10,93.8
2024-05-21 07:11,93.86
2024-05-21 07:12,93.92
2024-05-21 07:13,93.98
2024-05-21 07:14,94.04
2024-05-21 07:15,94.1
2024-05-21 07:16,94.16
2024-05-21 07:17,94.22
2024-05-21 07:18,94.28
2024-05-21 07:19,94.34
2024-05-21 07:20,94.4
2024-05-21 07:21,94.46
2024-05-21 07:22,94.52
2024-05-21 07:23,94.58
2024-05-21 07:24,94.64
2024-05-21 07:25,94.7
2024-05-21 07:26,94.76
2024-05-21 07:27,94.82
2024-05-21 07:28,94.88
2024-05-21 07:29,94.94
2024-05-21 07:30,95.0
2024-05-21 07:31,95.06
2024-05-21 07:32,95.12
2024-05-21 07:33,95.18
2024-05-21 07:34,95.24
2024-05-21 07:35,95.3
2024-05-21 07:36,95.36
2024-05-21 07:37,95.42
2024-05-21 07:38,95.48
2024-05-21 07:39,95.54
2024-05-21 07:40,95.6
2024-05-21 07:41,95.66
2024-05-21 07:42,95.72
2024-05-21 07:43,95.78
2024-05-21 07:44,95.84
2024-05-21 07:45,95.9
2024-05-21 07:46,95.96
2024-05-21 07:47,96.02
2024-05-21 07:48,96.08
2024-05-21 07:49,96.14
2024-05-21 07:50,96.2
2024-05-21 07:51,96.26
2024-05-21 07:52,96.32
2024-05-21 07:53,96.38
2024-05-21 07:54,96.44
2024-05-21 07:55,96.5
2024-05-21 07:56,96.56
2024-05-21 07:57,96.62
2024-05-21 07:58,96.68
2024-05-21 07:59,96.74
2024-05-21 08:00,96.8
2024-05-21 08:01,96.86
2024-05-21 08:02,96.92
2024-05-21 08:03,96.98
2024-05-21 08:04,97.04
2024-05-21 08:05,97.1
2024-05-21 08:06,97.16
2024-05-21 08:07,97.22
2024-05-21 08:08,97.28
2024-05-21 08:09,97.34
2024-05-21 08:10,97.4
2024-05-21 08:11,97.46
2024-05-21 08:12,97.52
2024-05-21 08:13,97.58
2024-05-21 08:14,97.64
2024-05-21 08:15,97.7
2024-05-21 08:16,97.76
2024-05-21 08:17,97.82
2024-05-21 08:18,97.88
2024-05-21 08:19,97.94
2024-05-21 08:20,98.0
2024-05-21 08:21,98.06
2024-05-21 08:22,98.12
2024-05-21 08:23,98.18
2024-05-21 08:24,98.24
2024-05-21 08:25,98.3
2024-05-21 08:26,98.36
2024-05-21 08:27,98.42
2024-05-21 08:28,98.48
2024-05-21 08:29,98.54
2024-05-21 08:30,98.6
2024-05-21 08:31,98.66
2024-05-21 08:32,98.72
2024-05-21 08:33,98.78
2024-05-21 08:34,98.84
2024-05-21 08:35,98.9
2024-05-21 08:36,98.96
2024-05-21 08:37,99.02
2024-05-21 08:38,99.08
2024-05-21 08:39,99.14
2024-05-21 08:40,99.2
2024-05-21 08:41,99.26
2024-05-21 08:42,99.32
2024-05-21 08:43,99.38
2024-05-21 08:44,99.44
2024-05-21 08:45,99.5
2024-05-21 08:46,99.56
2024-05-21 08:47,99.62
2024-05-21 08:48,99.68
2024-05-21 08:49,99.74
2024-05-21 08:50,99.8
2024-05-21 08:51,99.86
2024-05-21 08:52,99.92
2024-05-21 08:53,99.98
2024-05-21 08:54,100.04
2024-05-21 08:55,100.1
2024-05-21 08:56,100.16
2024-05-21 08:57,100.22
2024-05-21 08:58,100.28
2024-05-21 08:59,100.34
2024-05-21 09:00,100.4
2024-05-21 09:01,100.46
2024-05-21 09:02,100.52
2024-05-21 09:03,100.58
2024-05-21 09:04,100.64
2024-05-21 09:05,100.7
2024-05-21 09:06,100.76
2024-05-21 09:07,100.82
2024-05-21 09:08,100.88
2024-05-21 09:09,100.94
2024-05-21 09:10,101.0
2024-05-21 09:11,101.06
2024-05-21 09:12,101.12
2024-05-21 09:13,101.18
2024-05-21 09:14,101.24
2024-05-21 09:15,101.3
2024-05-21 09:16,101.36
2024-05-21 09:17,101.42
2024-05-21 09:18,101.48
2024-05-21 09:19,101.54
2024-05-21 09:20,101.6
2024-05-21 09:21,101.66
2024-05-21 09:22,101.72
2024-05-21 09:23,101.78
2024-05-21 09:24,101.84
2024-05-21 09:25,101.9
2024-05-21 09:26,101.96
2024-05-21 09:27,102.02
2024-05-21 09:28,102.08
2024-05-21 09:29,102.14
2024-05-21 09:30,102.2
2024-05-21 09:31,102.26
2024-05-21 09:32,102.32
2024-05-21 09:33,102.38
2024-05-21 09:34,102.44
2024-05-21 09:35,102.5
2024-05-21 09:36,102.56
2024-05-21 09:37,102.62
2024-05-21 09:38,102.68
2024-05-21 09:39,102.74
2024-05-21 09:40,102.8
2024-05-21 09:41,102.86
2024-05-21 09:42,102.92
2024-05-21 09:43,102.98
2024-05-21 09:44,103.04
2024-05-21 09:45,103.1
2024-05-21 09:46,103.16
2024-05-21 09:47,103.22
2024-05-21 09:48,103.28
2024-05-21 09:49,103.34
2024-05-21 09:50,103.4
2024-05-21 09:51,103.46
2024-05-21 09:52,103.52
2024-05-21 09:53,103.58
2024-05-21 09:54,103.64
2024-05-21 09:55,103.7
2024-05-21 09:56,103.76
2024-05-21 09:57,103.82
2024-05-21 09:58,103.88
2024-05-21 09:59,103.94
2024-05-21 10:00,104.0
2024-05-21 10:01,104.06
2024-05-21 10:02,104.12
2024-05-21 10:03,104.18
2024-05-21 10:04,104.24
2024-05-21 10:05,104.3
2024-05-21 10:06,104.36
2024-05-21 10:07,104.42
2024-05-21 10:08,104.48
2024-05-21 10:09,104.54
2024-05-21 10:10,104.6
2024-05-21 10:11,104.66
2024-05-21 10:12,104.72
2024-05-21 10:13,104.78
2024-05-21 10:14,104.84
2024-05-21 10:15,104.9
2024-05-21 10:16,104.96
2024-05-21 10:17,105.02
2024-05-21 10:18,105.08
2024-05-21 10:19,105.14
2024-05-21 10:20,105.2
2024-05-21 10:21,105.26
2024-05-21 10:22,105.32
2024-05-21 10:23,105.38
2024-05-21 10:24,105.44
2024-05-21 10:25,105.5
2024-05-21 10:26,105.56
2024-05-21 10:27,105.62
2024-05-21 10:28,105.68
2024-05-21 10:29,105.74
2024-05-21 10:30,105.8
2024-05-21 10:31,105.86
2024-05-21 10:32,105.92
2024-05-21 10:33,105.98
2024-05-21 10:34,106.04
2024-05-21 10:35,106.1
2024-05-21 10:36,106.16
2024-05-21 10:37,106.22
2024-05-21 10:38,106.28
2024-05-21 10:39,106.34
2024-05-21 10:40,106.4
2024-05-21 10:41,106.46
2024-05-21 10:42,106.52
2024-05-21 10:43,106.58
2024-05-21 10:44,106.64
2024-05-21 10:45,106.7
2024-05-21 10:46,106.76
2024-05-21 10:47,106.82
2024-05-21 10:48,106.88
2024-05-21 10:49,106.94
2024-05-21 10:50,107.0
2024-05-21 10:51,107.06
2024-05-21 10:52,107.12
2024-05-21 10:53,107.18
2024-05-21 10:54,107.24
2024-05-21 10:55,107.3
2024-05-21 10:56,107.36
2024-05-21 10:57,107.42
2024-05-21 10:58,107.48
2024-05-21 10:59,107.54
